Mod:Item:MetaData, Localized Name
terrafirmacraft:WoodVert:10, Spruce Log
terrafirmacraft:WoodVert:11, Sycamore Log
terrafirmacraft:WoodVert:12, White Cedar Log
terrafirmacraft:WoodVert:13, White Elm Log
terrafirmacraft:WoodVert:14, Willow Log
terrafirmacraft:WoodVert:15, Kapok Log
terrafirmacraft:WoodVert2:0, Acacia Log
terrafirmacraft:WoodHoriz:0, Oak Log
terrafirmacraft:WoodHoriz:1, Aspen Log
terrafirmacraft:WoodHoriz:2, Birch Log
terrafirmacraft:WoodHoriz:3, Chestnut Log
terrafirmacraft:WoodHoriz:4, Douglas Fir Log
terrafirmacraft:WoodHoriz:5, Hickory Log
terrafirmacraft:WoodHoriz:6, Maple Log
terrafirmacraft:WoodHoriz:7, Ash Log
terrafirmacraft:WoodHoriz2:0, Pine Log
terrafirmacraft:WoodHoriz2:1, Sequoia Log
terrafirmacraft:WoodHoriz2:2, Spruce Log
terrafirmacraft:WoodHoriz2:3, Sycamore Log
terrafirmacraft:WoodHoriz2:4, White Cedar Log
terrafirmacraft:WoodHoriz2:5, White Elm Log
terrafirmacraft:WoodHoriz2:6, Willow Log
terrafirmacraft:WoodHoriz2:7, Kapok Log
terrafirmacraft:WoodHoriz3:0, Acacia Log
terrafirmacraft:WoodHoriz4, tile.WoodHoriz4.name
terrafirmacraft:ToolRack:0, Oak Tool Rack
terrafirmacraft:ToolRack:1, Aspen Tool Rack
terrafirmacraft:ToolRack:2, Birch Tool Rack
terrafirmacraft:ToolRack:3, Chestnut Tool Rack
terrafirmacraft:ToolRack:4, Douglas Fir Tool Rack
terrafirmacraft:ToolRack:5, Hickory Tool Rack
terrafirmacraft:ToolRack:6, Maple Tool Rack
terrafirmacraft:ToolRack:7, Ash Tool Rack
terrafirmacraft:ToolRack:8, Pine Tool Rack
terrafirmacraft:ToolRack:9, Sequoia Tool Rack
terrafirmacraft:ToolRack:10, Spruce Tool Rack
terrafirmacraft:ToolRack:11, Sycamore Tool Rack
terrafirmacraft:ToolRack:12, White Cedar Tool Rack
terrafirmacraft:ToolRack:13, White Elm Tool Rack
terrafirmacraft:ToolRack:14, Willow Tool Rack
terrafirmacraft:ToolRack:15, Kapok Tool Rack
terrafirmacraft:ToolRack:16, Acacia Tool Rack
terrafirmacraft:SpawnMeter:0, Protection Meter
terrafirmacraft:FoodPrep, Food Prep
terrafirmacraft:Quern:0, Quern Base
terrafirmacraft:WallCobbleIgIn:0, Granite Cobblestone Wall
terrafirmacraft:WallCobbleIgIn:1, Diorite Cobblestone Wall
terrafirmacraft:WallCobbleIgIn:2, Gabbro Cobblestone Wall
terrafirmacraft:WallCobbleIgEx:0, Rhyolite Cobblestone Wall
terrafirmacraft:WallCobbleIgEx:1, Basalt Cobblestone Wall
terrafirmacraft:WallCobbleIgEx:2, Andesite Cobblestone Wall
terrafirmacraft:WallCobbleIgEx:3, Dacite Cobblestone Wall
terrafirmacraft:WallCobbleSed:0, Shale Cobblestone Wall
terrafirmacraft:WallCobbleSed:1, Claystone Cobblestone Wall
terrafirmacraft:WallCobbleSed:2, Rock Salt Cobblestone Wall
terrafirmacraft:WallCobbleSed:3, Limestone Cobblestone Wall
terrafirmacraft:WallCobbleSed:4, Conglomerate Cobblestone Wall
terrafirmacraft:WallCobbleSed:5, Dolomite Cobblestone Wall
terrafirmacraft:WallCobbleSed:6, Chert Cobblestone Wall
terrafirmacraft:WallCobbleSed:7, Chalk Cobblestone Wall
minecraft:iron_shovel, Iron Shovel
minecraft:iron_pickaxe, Iron Pickaxe
minecraft:iron_axe, Iron Axe
minecraft:flint_and_steel, Flint and Steel
minecraft:apple, Apple
minecraft:bow, Bow
minecraft:arrow, Arrow
minecraft:coal:0, Coal
minecraft:coal:1, Charcoal
minecraft:diamond, Diamond
minecraft:iron_ingot, Iron Ingot
minecraft:gold_ingot, Gold Ingot
minecraft:iron_sword, Iron Sword
minecraft:wooden_sword, Wooden Sword
minecraft:wooden_shovel, Wooden Shovel
minecraft:wooden_pickaxe, Wooden Pickaxe
minecraft:wooden_axe, Wooden Axe
minecraft:stone_sword, Stone Sword
minecraft:stone_shovel, Stone Shovel
minecraft:stone_pickaxe, Stone Pickaxe
minecraft:stone_axe, Stone Axe
minecraft:diamond_sword, Diamond Sword
minecraft:diamond_shovel, Diamond Shovel
minecraft:diamond_pickaxe, Diamond Pickaxe
minecraft:diamond_axe, Diamond Axe
minecraft:stick, Stick
minecraft:bowl, Bowl
minecraft:mushroom_stew, Mushroom Stew
minecraft:golden_sword, Golden Sword
minecraft:golden_shovel, Golden Shovel
minecraft:golden_pickaxe, Golden Pickaxe
minecraft:golden_axe, Golden Axe
minecraft:string, String
minecraft:feather, Feather
minecraft:gunpowder, Gunpowder
minecraft:wooden_hoe, Wooden Hoe
minecraft:stone_hoe, Stone Hoe
minecraft:iron_hoe, Iron Hoe
minecraft:diamond_hoe, Diamond Hoe
minecraft:golden_hoe, Golden Hoe
minecraft:wheat_seeds, Seeds
minecraft:wheat, Wheat
minecraft:bread, Bread
minecraft:leather_helmet, Leather Cap
minecraft:leather_chestplate, Leather Tunic
minecraft:leather_leggings, Leather Pants
minecraft:leather_boots, Leather Boots
minecraft:chainmail_helmet, Chain Helmet
minecraft:chainmail_chestplate, Chain Chestplate
minecraft:chainmail_leggings, Chain Leggings
minecraft:chainmail_boots, Chain Boots
minecraft:iron_helmet, Iron Helmet
minecraft:iron_chestplate, Iron Chestplate
minecraft:iron_leggings, Iron Leggings
minecraft:iron_boots, Iron Boots
minecraft:diamond_helmet, Diamond Helmet
minecraft:diamond_chestplate, Diamond Chestplate
minecraft:diamond_leggings, Diamond Leggings
minecraft:diamond_boots, Diamond Boots
minecraft:golden_helmet, Golden Helmet
minecraft:golden_chestplate, Golden Chestplate
minecraft:golden_leggings, Golden Leggings
minecraft:golden_boots, Golden Boots
minecraft:flint, Flint
minecraft:porkchop, Raw Porkchop
minecraft:cooked_porkchop, Cooked Porkchop
minecraft:painting, Painting
minecraft:golden_apple:0, Golden Apple
minecraft:golden_apple:1, Golden Apple
minecraft:sign, Sign
minecraft:wooden_door, Wooden Door
minecraft:bucket, Bucket
minecraft:water_bucket, Water Bucket
minecraft:lava_bucket, Lava Bucket
minecraft:minecart, Minecart
minecraft:saddle, Saddle
minecraft:iron_door, Iron Door
minecraft:redstone, Redstone
minecraft:snowball, Snowball
minecraft:boat, Boat
minecraft:leather, Leather
minecraft:milk_bucket, Milk
minecraft:brick, Brick
minecraft:clay_ball, Clay
minecraft:reeds, Sugar Canes
minecraft:paper, Paper
minecraft:book, Book
minecraft:slime_ball, Slimeball
minecraft:chest_minecart, Chest Cart
minecraft:furnace_minecart, Furnace Cart
minecraft:egg, Egg
minecraft:compass, Compass
minecraft:fishing_rod, Fishing Rod
minecraft:clock, Clock
minecraft:glowstone_dust, Glowstone Dust
minecraft:fish:0, Raw Fish
minecraft:fish:1, Raw Salmon
minecraft:fish:2, Clownfish
minecraft:fish:3, Pufferfish
minecraft:cooked_fished:0, Cooked Fish
minecraft:cooked_fished:1, Cooked Salmon
minecraft:dye:0, Ink Sac
minecraft:dye:1, Red Dye
minecraft:dye:2, Green Dye
minecraft:dye:3, Cocoa Beans
minecraft:dye:4, Blue Dye
minecraft:dye:5, Purple Dye
minecraft:dye:6, Cyan Dye
minecraft:dye:7, Light Gray Dye
minecraft:dye:8, Gray Dye
minecraft:dye:9, Pink Dye
minecraft:dye:10, Lime Dye
minecraft:dye:11, Yellow Dye
minecraft:dye:12, Light Blue Dye
minecraft:dye:13, Magenta Dye
minecraft:dye:14, Orange Dye
minecraft:dye:15, Bone Meal
minecraft:bone, Bone
minecraft:sugar, Sugar
minecraft:cake, Cake
minecraft:bed, Bed
minecraft:repeater, Redstone Repeater
minecraft:cookie, Cookie
minecraft:filled_map:0, Map
minecraft:shears, Shears
minecraft:melon, Melon
minecraft:pumpkin_seeds, Pumpkin Seeds
minecraft:melon_seeds, Melon Seeds
minecraft:beef, Raw Beef
minecraft:cooked_beef, Steak
minecraft:chicken, Raw Chicken
minecraft:cooked_chicken, Cooked Chicken
minecraft:rotten_flesh, Rotten Flesh
minecraft:ender_pearl, Ender Pearl
minecraft:blaze_rod, Blaze Rod
minecraft:ghast_tear, Ghast Tear
minecraft:gold_nugget, Gold Nugget
minecraft:nether_wart, Nether Wart
minecraft:potion:0, Water Bottle
minecraft:potion:8193, Potion of Regeneration
minecraft:potion:8225, Potion of Regeneration
minecraft:potion:8257, Potion of Regeneration
minecraft:potion:16385, Splash Potion of Regeneration
minecraft:potion:16417, Splash Potion of Regeneration
minecraft:potion:16449, Splash Potion of Regeneration
minecraft:potion:8194, Potion of Swiftness
minecraft:potion:8226, Potion of Swiftness
minecraft:potion:8258, Potion of Swiftness
minecraft:potion:16386, Splash Potion of Swiftness
minecraft:potion:16418, Splash Potion of Swiftness
minecraft:potion:16450, Splash Potion of Swiftness
minecraft:potion:8227, Potion of Fire Resistance
minecraft:potion:8259, Potion of Fire Resistance
minecraft:potion:16419, Splash Potion of Fire Resistance
minecraft:potion:16451, Splash Potion of Fire Resistance
minecraft:potion:8196, Potion of Poison
minecraft:potion:8228, Potion of Poison
minecraft:potion:8260, Potion of Poison
minecraft:potion:16388, Splash Potion of Poison
minecraft:potion:16420, Splash Potion of Poison
minecraft:potion:16452, Splash Potion of Poison
minecraft:potion:8261, Potion of Healing
minecraft:potion:8229, Potion of Healing
minecraft:potion:16453, Splash Potion of Healing
minecraft:potion:16421, Splash Potion of Healing
minecraft:potion:8230, Potion of Night Vision
minecraft:potion:8262, Potion of Night Vision
minecraft:potion:16422, Splash Potion of Night Vision
minecraft:potion:16454, Splash Potion of Night Vision
minecraft:potion:8231, Potion of Nausea
minecraft:potion:8263, Potion of Nausea
minecraft:potion:16423, Splash Potion of Nausea
minecraft:potion:16455, Splash Potion of Nausea
minecraft:potion:8232, Potion of Weakness
minecraft:potion:8264, Potion of Weakness
minecraft:potion:16424, Splash Potion of Weakness
minecraft:potion:16456, Splash Potion of Weakness
minecraft:potion:8201, Potion of Strength
minecraft:potion:8233, Potion of Strength
minecraft:potion:8265, Potion of Strength
minecraft:potion:16393, Splash Potion of Strength
minecraft:potion:16425, Splash Potion of Strength
minecraft:potion:16457, Splash Potion of Strength
minecraft:potion:8234, Potion of Slowness
minecraft:potion:8266, Potion of Slowness
minecraft:potion:16426, Splash Potion of Slowness
minecraft:potion:16458, Splash Potion of Slowness
minecraft:potion:8235, effect.bleed.postfix
minecraft:potion:8267, effect.bleed.postfix
minecraft:potion:16427, Splash effect.bleed.postfix
minecraft:potion:16459, Splash effect.bleed.postfix
minecraft:potion:8268, Potion of Harming
minecraft:potion:8236, Potion of Harming
minecraft:potion:16460, Splash Potion of Harming
minecraft:potion:16428, Splash Potion of Harming
minecraft:potion:8237, Potion of Water Breathing
minecraft:potion:8269, Potion of Water Breathing
minecraft:potion:16429, Splash Potion of Water Breathing
minecraft:potion:16461, Splash Potion of Water Breathing
minecraft:potion:8238, Potion of Invisibility
minecraft:potion:8270, Potion of Invisibility
minecraft:potion:16430, Splash Potion of Invisibility
minecraft:potion:16462, Splash Potion of Invisibility
minecraft:glass_bottle, Glass Bottle
minecraft:spider_eye, Spider Eye
minecraft:fermented_spider_eye, Fermented Spider Eye
minecraft:blaze_powder, Blaze Powder
minecraft:magma_cream, Magma Cream
minecraft:brewing_stand, Brewing Stand
minecraft:cauldron, Cauldron
minecraft:ender_eye, Eye of Ender
minecraft:speckled_melon, Glistering Melon
minecraft:spawn_egg:50, Spawn Creeper
minecraft:spawn_egg:51, Spawn Skeleton
minecraft:spawn_egg:52, Spawn Spider
minecraft:spawn_egg:54, Spawn Zombie
minecraft:spawn_egg:55, Spawn Slime
minecraft:spawn_egg:56, Spawn Ghast
minecraft:spawn_egg:57, Spawn Zombie Pigman
minecraft:spawn_egg:58, Spawn Enderman
minecraft:spawn_egg:59, Spawn Cave Spider
minecraft:spawn_egg:60, Spawn Silverfish
minecraft:spawn_egg:61, Spawn Blaze
minecraft:spawn_egg:62, Spawn Magma Cube
minecraft:spawn_egg:65, Spawn Bat
minecraft:spawn_egg:66, Spawn Witch
minecraft:spawn_egg:90, Spawn Pig
minecraft:spawn_egg:91, Spawn Sheep
minecraft:spawn_egg:92, Spawn Cow
minecraft:spawn_egg:93, Spawn Chicken
minecraft:spawn_egg:94, Spawn Squid
minecraft:spawn_egg:95, Spawn Wolf
minecraft:spawn_egg:96, Spawn Mooshroom
minecraft:spawn_egg:98, Spawn Ocelot
minecraft:spawn_egg:100, Spawn Horse
minecraft:spawn_egg:120, Spawn Villager
minecraft:spawn_egg:3, Spawn Squid
minecraft:spawn_egg:4, Spawn Bass
minecraft:spawn_egg:5, Spawn Cow
minecraft:spawn_egg:6, Spawn Wolf
minecraft:spawn_egg:7, Spawn Bear
minecraft:spawn_egg:23, Spawn Chicken
minecraft:spawn_egg:24, Spawn Pig
minecraft:spawn_egg:25, Spawn Deer
minecraft:spawn_egg:26, Spawn Skeleton
minecraft:spawn_egg:27, Spawn Zombie
minecraft:spawn_egg:28, Spawn Spider
minecraft:spawn_egg:29, Spawn Slime
minecraft:spawn_egg:30, Spawn Silverfish
minecraft:spawn_egg:31, Spawn Ghast
minecraft:spawn_egg:32, Spawn Cave Spider
minecraft:spawn_egg:33, Spawn Blaze
minecraft:spawn_egg:34, Spawn Enderman
minecraft:spawn_egg:35, Spawn Pig Zombie
minecraft:spawn_egg:36, Spawn Iron Golem
minecraft:spawn_egg:37, Spawn Creeper
minecraft:spawn_egg:38, Spawn Sheep
minecraft:spawn_egg:39, Spawn Pheasant
minecraft:spawn_egg:67, Spawn Horse
minecraft:spawn_egg:75, Spawn Enderminy
minecraft:spawn_egg:76, Spawn Concussion Creeper
minecraft:spawn_egg:77, Spawn Fallen Knight
minecraft:spawn_egg:78, Spawn Fallen Steed
minecraft:spawn_egg:79, Spawn Wither Witch
minecraft:spawn_egg:80, Spawn Wither Cat
minecraft:spawn_egg:81, Spawn Dire Wolf
minecraft:spawn_egg:82, Spawn Khndrel Keght
minecraft:spawn_egg:84, Spawn Werewolf
minecraft:spawn_egg:85, Spawn Nether Fish
minecraft:spawn_egg:86, Spawn Poisonous Libelle
minecraft:spawn_egg:87, Spawn Vengeance Spirit
minecraft:spawn_egg:89, Spawn Giant Chicken
minecraft:experience_bottle, Bottle o' Enchanting
minecraft:fire_charge, Fire Charge
minecraft:writable_book, Book and Quill
minecraft:written_book, Written Book
minecraft:emerald, Emerald
minecraft:item_frame, Item Frame
minecraft:flower_pot, Flower Pot
minecraft:carrot, Carrot
minecraft:potato, Potato
minecraft:baked_potato, Baked Potato
minecraft:poisonous_potato, Poisonous Potato
minecraft:map, Empty Map
minecraft:golden_carrot, Golden Carrot
minecraft:skull:0, Skeleton Skull
minecraft:skull:1, Wither Skeleton Skull
minecraft:skull:2, Zombie Head
minecraft:skull:3, Head
minecraft:skull:4, Creeper Head
minecraft:carrot_on_a_stick, Carrot on a Stick
minecraft:nether_star, Nether Star
minecraft:pumpkin_pie, Pumpkin Pie
minecraft:fireworks, Firework Rocket
minecraft:firework_charge, Firework Star
minecraft:enchanted_book, Enchanted Book
minecraft:comparator, Redstone Comparator
minecraft:netherbrick, Nether Brick
minecraft:quartz, Nether Quartz
minecraft:tnt_minecart, TNT Cart
minecraft:hopper_minecart, Hopper Cart
terrafirmacraft:WallCobbleMM:0, Quartzite Cobblestone Wall
terrafirmacraft:WallCobbleMM:1, Slate Cobblestone Wall
terrafirmacraft:WallCobbleMM:2, Phyllite Cobblestone Wall
terrafirmacraft:WallCobbleMM:3, Schist Cobblestone Wall
terrafirmacraft:WallCobbleMM:4, Gneiss Cobblestone Wall
terrafirmacraft:WallCobbleMM:5, Marble Cobblestone Wall
terrafirmacraft:WallRawIgIn:0, Granite Wall
terrafirmacraft:WallRawIgIn:1, Diorite Wall
terrafirmacraft:WallRawIgIn:2, Gabbro Wall
terrafirmacraft:WallRawIgEx:0, Rhyolite Wall
terrafirmacraft:WallRawIgEx:1, Basalt Wall
terrafirmacraft:WallRawIgEx:2, Andesite Wall
terrafirmacraft:WallRawIgEx:3, Dacite Wall
terrafirmacraft:WallRawSed:0, Shale Wall
terrafirmacraft:WallRawSed:1, Claystone Wall
terrafirmacraft:WallRawSed:2, Rock Salt Wall
terrafirmacraft:WallRawSed:3, Limestone Wall
terrafirmacraft:WallRawSed:4, Conglomerate Wall
terrafirmacraft:WallRawSed:5, Dolomite Wall
terrafirmacraft:WallRawSed:6, Chert Wall
terrafirmacraft:WallRawSed:7, Chalk Wall
terrafirmacraft:WallRawMM:0, Quartzite Wall
terrafirmacraft:WallRawMM:1, Slate Wall
terrafirmacraft:WallRawMM:2, Phyllite Wall
terrafirmacraft:WallRawMM:3, Schist Wall
terrafirmacraft:WallRawMM:4, Gneiss Wall
terrafirmacraft:WallRawMM:5, Marble Wall
terrafirmacraft:WallBrickIgIn:0, Granite Brick Wall
terrafirmacraft:WallBrickIgIn:1, Diorite Brick Wall
terrafirmacraft:WallBrickIgIn:2, Gabbro Brick Wall
terrafirmacraft:WallBrickIgEx:0, Rhyolite Brick Wall
terrafirmacraft:WallBrickIgEx:1, Basalt Brick Wall
terrafirmacraft:WallBrickIgEx:2, Andesite Brick Wall
terrafirmacraft:WallBrickIgEx:3, Dacite Brick Wall
terrafirmacraft:WallBrickSed:0, Shale Brick Wall
terrafirmacraft:WallBrickSed:1, Claystone Brick Wall
terrafirmacraft:WallBrickSed:2, Rock Salt Brick Wall
terrafirmacraft:WallBrickSed:3, Limestone Brick Wall
terrafirmacraft:WallBrickSed:4, Conglomerate Brick Wall
terrafirmacraft:WallBrickSed:5, Dolomite Brick Wall
terrafirmacraft:WallBrickSed:6, Chert Brick Wall
terrafirmacraft:WallBrickSed:7, Chalk Brick Wall
minecraft:iron_horse_armor, Iron Horse Armor
minecraft:golden_horse_armor, Gold Horse Armor
minecraft:diamond_horse_armor, Diamond Horse Armor
minecraft:lead, Lead
minecraft:name_tag, Name Tag
minecraft:command_block_minecart, Minecart with Command Block
terrafirmacraft:WallBrickMM:0, Quartzite Brick Wall
terrafirmacraft:WallBrickMM:1, Slate Brick Wall
terrafirmacraft:WallBrickMM:2, Phyllite Brick Wall
terrafirmacraft:WallBrickMM:3, Schist Brick Wall
terrafirmacraft:WallBrickMM:4, Gneiss Brick Wall
terrafirmacraft:WallBrickMM:5, Marble Brick Wall
terrafirmacraft:WallSmoothIgIn:0, Granite Smooth Wall
terrafirmacraft:WallSmoothIgIn:1, Diorite Smooth Wall
terrafirmacraft:WallSmoothIgIn:2, Gabbro Smooth Wall
terrafirmacraft:WallSmoothIgEx:0, Rhyolite Smooth Wall
terrafirmacraft:WallSmoothIgEx:1, Basalt Smooth Wall
terrafirmacraft:WallSmoothIgEx:2, Andesite Smooth Wall
terrafirmacraft:WallSmoothIgEx:3, Dacite Smooth Wall
terrafirmacraft:WallSmoothSed:0, Shale Smooth Wall
terrafirmacraft:WallSmoothSed:1, Claystone Smooth Wall
terrafirmacraft:WallSmoothSed:2, Rock Salt Smooth Wall
terrafirmacraft:WallSmoothSed:3, Limestone Smooth Wall
terrafirmacraft:WallSmoothSed:4, Conglomerate Smooth Wall
terrafirmacraft:WallSmoothSed:5, Dolomite Smooth Wall
terrafirmacraft:WallSmoothSed:6, Chert Smooth Wall
terrafirmacraft:WallSmoothSed:7, Chalk Smooth Wall
terrafirmacraft:WallSmoothMM:0, Quartzite Smooth Wall
terrafirmacraft:WallSmoothMM:1, Slate Smooth Wall
terrafirmacraft:WallSmoothMM:2, Phyllite Smooth Wall
terrafirmacraft:WallSmoothMM:3, Schist Smooth Wall
terrafirmacraft:WallSmoothMM:4, Gneiss Smooth Wall
terrafirmacraft:WallSmoothMM:5, Marble Smooth Wall
terrafirmacraft:SaltWater, Salt Water Flowing
parallelworld:anotherWorld_trigger, WorldCreator
parallelworld:anotherNether_trigger, NetherCreator
terrafirmacraft:SaltWaterStationary, Salt Water
terrafirmacraft:FreshWater, Fresh Water Flowing
terrafirmacraft:FreshWaterStationary, Fresh Water
terrafirmacraft:HotWater, Hot Springs Flowing
terrafirmacraft:HotWaterStationary, Hot Springs
terrafirmacraft:Lava, Lava Flowing
terrafirmacraft:LavaStationary, Lava
terrafirmacraft:Ice, Ice
terrafirmacraft:SeaGrassStill, Seagrass
terrafirmacraft:FireBrick, Fire Brick Block
terrafirmacraft:MetalSheet, Metal Sheet
terrafirmacraft:DoorOak, Oak Door
terrafirmacraft:DoorAspen, Aspen Door
terrafirmacraft:DoorBirch, Birch Door
terrafirmacraft:DoorChestnut, Chestnut Door
terrafirmacraft:DoorDouglasFir, Douglas Fir Door
terrafirmacraft:DoorHickory, Hickory Door
terrafirmacraft:DoorMaple, Maple Door
terrafirmacraft:DoorAsh, Ash Door
terrafirmacraft:DoorPine, Pine Door
terrafirmacraft:DoorSequoia, Sequoia Door
terrafirmacraft:DoorSpruce, Spruce Door
terrafirmacraft:DoorSycamore, Sycamore Door
terrafirmacraft:DoorWhiteCedar, White Cedar Door
terrafirmacraft:DoorWhiteElm, White Elm Door
terrafirmacraft:DoorWillow, Willow Door
terrafirmacraft:DoorKapok, Kapok Door
terrafirmacraft:DoorAcacia, Acacia Door
terrafirmacraft:IngotPile, Ingot Pile
terrafirmacraft:Barrel:0, Oak Barrel
terrafirmacraft:Barrel:1, Aspen Barrel
terrafirmacraft:Barrel:2, Birch Barrel
terrafirmacraft:Barrel:3, Chestnut Barrel
terrafirmacraft:Barrel:4, Douglas Fir Barrel
terrafirmacraft:Barrel:5, Hickory Barrel
terrafirmacraft:Barrel:6, Maple Barrel
terrafirmacraft:Barrel:7, Ash Barrel
terrafirmacraft:Barrel:8, Pine Barrel
terrafirmacraft:Barrel:9, Sequoia Barrel
terrafirmacraft:Barrel:10, Spruce Barrel
terrafirmacraft:Barrel:11, Sycamore Barrel
terrafirmacraft:Barrel:12, White Cedar Barrel
terrafirmacraft:Barrel:13, White Elm Barrel
terrafirmacraft:Barrel:14, Willow Barrel
terrafirmacraft:Barrel:15, Kapok Barrel
terrafirmacraft:Barrel:16, Acacia Barrel
terrafirmacraft:Loom:0, Oak Loom
terrafirmacraft:Loom:1, Aspen Loom
terrafirmacraft:Loom:2, Birch Loom
terrafirmacraft:Loom:3, Chestnut Loom
terrafirmacraft:Loom:4, Douglas Fir Loom
terrafirmacraft:Loom:5, Hickory Loom
terrafirmacraft:Loom:6, Maple Loom
terrafirmacraft:Loom:7, Ash Loom
terrafirmacraft:Loom:8, Pine Loom
terrafirmacraft:Loom:9, Sequoia Loom
terrafirmacraft:Loom:10, Spruce Loom
terrafirmacraft:Loom:11, Sycamore Loom
terrafirmacraft:Loom:12, White Cedar Loom
terrafirmacraft:Loom:13, White Elm Loom
terrafirmacraft:Loom:14, Willow Loom
terrafirmacraft:Loom:15, Kapok Loom
terrafirmacraft:Loom:16, Acacia Loom
terrafirmacraft:Moss, Moss
terrafirmacraft:Flora:0, Goldenrod
terrafirmacraft:ClayPottery, Pottery
terrafirmacraft:Thatch:0, Thatch
terrafirmacraft:Crucible:0, Crucible
terrafirmacraft:NestBox:0, Nest Box
terrafirmacraft:Fence:0, Oak Fence
terrafirmacraft:Fence:1, Aspen Fence
terrafirmacraft:Fence:2, Birch Fence
terrafirmacraft:Fence:3, Chestnut Fence
terrafirmacraft:Fence:4, Douglas Fir Fence
